Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Jonatan, Felipe",3,BRA,Santos,2020,1,Santos,Bragantino,90,0,0,0,0,0,0,0,0,2,4,0,1,3,1,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,2,Internacional,Santos,64,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,3,Santos,Atlético Paranaense,90,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,4,Sport Recife,Santos,90,0,0,0,0,3,0,0,0,2,3,0,3,4,1,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,5,Palmeiras,Santos,90,0,0,0,0,1,0,1,0,2,1,0,5,2,5,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,6,Santos,Flamengo,83,0,0,0,0,2,1,0,0,1,0,0,2,1,5,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,7,Santos,Vasco da Gama,81,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,8,Ceará,Santos,90,1,0,0,0,1,1,1,0,2,2,0,1,0,2,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,9,Santos,Atlético Mineiro,90,0,0,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,11,Botafogo (RJ),Santos,90,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,12,Santos,Fortaleza,90,0,0,0,0,3,1,1,0,1,0,0,2,1,2,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,13,Goiás,Santos,89,0,0,0,0,0,0,0,0,2,2,0,3,0,1,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,14,Corinthians,Santos,85,0,0,0,0,1,0,0,0,0,3,0,5,1,7,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,15,Santos,Grêmio,85,0,0,0,0,0,0,0,0,2,0,0,3,1,6,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,16,Santos,Atlético Goianiense,90,0,0,0,0,2,0,0,0,2,0,0,3,0,1,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,17,Coritiba,Santos,90,0,1,0,0,0,0,0,0,1,3,0,2,3,2,0,0,0
"Jonatan, Felipe",3,BRA,Santos,2020,18,Fluminense,Santos,84,0,0,0,0,3,0,1,0,1,0,0,2,0,2,0,0,0
